fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,May,26,PUNJAB,2619,SAS NAGAR MOHALI,78048,358.156227383381,10,5,2.9556302,157,127,2602,30398,14449,11041,18,7,0,111.8279602,2934,3021,15798,21924,0,33387,44296,2759,108.87233,25171,28,51.52,4.26,100.98,NA
2024-2025,May,26,PUNJAB,2620,TARN TARAN,278440,372.699124725374,11,6,9.7305925,212,182,6906,138825,107746,50245,202,18,0,527.1301524,11962,12282,50180,66905,0,105465,151565,7118,517.3995599,83416,33,67.86,9.23,103.98,NA
2024-2025,May,26,PUNJAB,2621,BARNALA,127908,374.974066063291,8,26,0,92,32,1107,47621,42696,36812,0,15,0,178.5664,5456,5810,24905,42283,0,37693,60563,1199,178.5664,33277,31,52.69,10.25,99.63,NA
2024-2025,May,26,PUNJAB,2601,GURDASPUR,238138,398.433903727093,13,13,56.1467413,610,865,6612,72523,8395,8553,18,7,0,345.1029613,5355,5555,57665,66635,0,116607,133197,7222,288.95622,36248,44,76.17,6.39,100.68,NA
2024-2025,May,26,PUNJAB,2602,AMRITSAR,255904,333.189114093768,13,18,8.705665,789,349,6865,140218,109019,56185,67,35,0,475.896777,10470,10833,57918,74582,0,102990,128345,7654,467.191112,84723,26,58.85,5.97,100.57,NA
2024-2025,May,26,PUNJAB,2603,FEROZEPUR                 ,398876,371.600015091492,11,11,5.7054859,663,396,7971,132525,107646,86428,20,62,0,498.1684059,11136,12595,66162,106074,0,115254,176293,8634,492.46292,73771,26,71.39,7.93,104.09,NA
2024-2025,May,26,PUNJAB,2607,HOSHIARPUR,311932,374.455681538307,16,4,30.8530777,187,844,7308,109627,56028,59426,67,51,0,441.3576077,6780,6913,61161,97540,0,108424,163734,7495,410.50453,65375,20,66.34,10.37,115.59,NA
2024-2025,May,26,PUNJAB,2609,PATIALA,490346,341.986858087252,10,57,24.4024757,607,207,6694,283477,185936,86938,0,0,0,993.8565614,25784,27181,85087,131561,0,128454,185424,7301,969.4540857,229253,21,39.23,24.91,101.08,NA
2024-2025,May,26,PUNJAB,2611,BHATINDA                  ,371377,348.57503993374,8,321,0,343,12,2837,169030,137225,94846,0,8,0,589.19639,19897,21646,64975,117218,0,99601,165462,3180,589.19639,128366,10,47.03,11.42,99.83,NA
2024-2025,May,26,PUNJAB,2612,FARIDKOT,187179,387.775356961102,10,32,12.0633545,450,27,950,104143,83442,57562,5,5,0,415.9042445,10391,12001,38512,72093,0,52401,92563,1400,403.84089,73586,8,63.59,5.49,99.91,NA
2024-2025,May,26,PUNJAB,2609,PATIALA,490346,343.299769147625,10,54,24.4024757,561,222,6730,250723,164840,86901,0,0,0,885.1339559,23964,25204,85046,131511,0,128456,185434,7291,860.7314802,202884,21,38.66,25.28,101.23,NA
2024-2025,May,26,PUNJAB,2624,MALERKOTLA,58933,328.782354240283,10,7,3.3798,143,42,1055,45280,38327,15843,0,2,0,152.25245,4404,4551,12656,18590,0,19684,26921,1198,148.87265,36033,13,34.59,25.69,99.58,NA
2024-2025,May,26,PUNJAB,2621,BARNALA,127908,365.386410234686,9,29,0,102,30,1117,59015,52591,36825,0,15,0,215.63279,6299,6709,24915,42299,0,37694,60564,1219,215.63279,41257,31,53.95,9.55,99.83,NA
2024-2025,May,26,PUNJAB,2604,LUDHIANA,435612,309.846847201707,10,42,8.0749161,1158,325,6140,213255,174674,73576,0,0,0,668.8388101,20338,20899,65776,87955,0,106508,133971,7298,660.763894,173857,25,83.78,6.03,100.3,NA
2024-2025,May,26,PUNJAB,2606,KAPURTHALA,97209,297.987352926306,14,22,0,470,169,4966,138451,119445,33799,271,78,0,412.56647,9623,10071,27924,40379,0,46647,66115,5436,412.56647,107423,25,25.38,7.94,104.33,NA
2024-2025,May,26,PUNJAB,2618,FATEHGARH SAHIB,429519,327.42905836628,11,122,1.739751,229,16,4017,209179,154493,41982,0,0,0,686.652581,18565,19075,35101,55430,0,53504,78942,4246,684.91283,170332,30,33.11,30.32,99.95,NA
2024-2025,May,26,PUNJAB,2621,BARNALA,127908,343.107390250549,9,30,0,102,28,1120,69727,62080,36843,7,15,0,239.23849,7210,7705,24924,42318,0,37694,60565,1222,239.23849,48839,31,57.63,8.51,99.86,NA
2024-2025,May,26,PUNJAB,2623,Fazilka,511198,291.211009778856,9,28,2.806299,98,120,4408,151756,92439,114235,36,72,0,444.736479,16444,20663,106693,201224,0,138796,252744,4506,441.93018,83225,38,61.36,0.73,125.73,NA
2024-2025,May,26,PUNJAB,2601,GURDASPUR,238138,422.736867943053,12,12,56.1467413,608,881,6598,57036,6135,8544,5,7,0,297.2589413,4638,4803,57595,66553,0,116503,133078,7206,241.1122,27131,44,73.52,8.92,100.99,NA
2024-2025,May,26,PUNJAB,2602,AMRITSAR,255904,348.248820507303,12,16,8.705665,699,364,6922,111531,87289,56113,49,35,0,397.111057,9288,9590,57832,74473,0,102953,128292,7621,388.405392,66869,26,55.16,6.58,100.77,NA
2024-2025,May,26,PUNJAB,2605,JALANDHAR,94027,334.837917480872,12,10,0,560,331,4566,102861,96991,43897,56,8,0,344.4176303,7977,8224,35502,48317,0,72593,97028,5126,344.4176303,79564,32,83.47,9.48,99.18,NA
2024-2025,May,26,PUNJAB,2606,KAPURTHALA,97209,292.58693499901,12,19,0,447,179,4979,111106,95648,33751,215,78,0,325.08164,8912,9301,27892,40322,0,46647,66112,5426,325.08164,85588,25,25.2,6.44,103.08,NA
2024-2025,May,26,PUNJAB,2611,BHATINDA                  ,371377,353.414219016507,7,283,0,328,19,2846,138364,112050,94865,0,8,0,488.99805,17492,18950,64955,117239,0,99688,165638,3174,488.99805,105373,10,46.93,11.66,99.67,NA
2024-2025,May,26,PUNJAB,2615,MOGA,331460,363.232897850015,9,13,0,99,91,3433,87489,79565,85400,0,15,0,317.78883,9332,10125,55297,94542,0,90329,146224,3532,317.78883,61188,12,57.86,24.41,104.77,NA
2024-2025,May,26,PUNJAB,2617,MANSA,288874,464.912557521329,8,35,0,74,34,1829,55675,44404,74472,0,0,0,258.8400664,6773,7375,48209,93282,0,82495,144167,1903,258.8400664,39504,18,44.53,20.55,101.82,NA
2024-2025,May,26,PUNJAB,2623,Fazilka,511198,278.54688597473,8,25,2.806299,81,129,4424,129559,79074,114207,36,72,0,363.688859,14657,18216,106664,201173,0,138796,252743,4505,360.88256,70251,38,59.74,0.88,120.25,NA
2024-2025,May,26,PUNJAB,2624,MALERKOTLA,58933,335.119246007924,9,7,3.3798,143,42,1054,41645,35286,15829,0,2,0,142.94021,4174,4308,12649,18574,0,19684,26913,1197,139.56041,33080,13,35.4,26.72,99.58,NA
2024-2025,May,26,PUNJAB,2618,FATEHGARH SAHIB,429519,327.037230216732,10,122,1.739751,229,16,4015,198817,147046,41981,0,0,0,651.945361,18383,18876,35100,55429,0,53504,78942,4244,650.20561,161993,30,33.31,29.99,99.75,NA
2024-2025,May,26,PUNJAB,2603,FEROZEPUR                 ,398876,393.638060382593,11,10,5.7054859,662,407,7953,109568,88607,86371,10,62,0,437.0068359,9621,10861,66112,106007,0,115252,176287,8615,431.30135,60333,26,69.34,9.24,104.59,NA
2024-2025,May,26,PUNJAB,2608,ROPAR,112202,451.822163821885,12,4,0,399,233,4059,74581,46489,24643,0,8,0,336.973488,5994,6136,28824,43293,0,51817,72739,4458,336.973488,59234,35,50.35,6.37,102.8,NA
2024-2025,May,26,PUNJAB,2620,TARN TARAN,278440,357.782906658671,13,6,9.7305925,284,194,6777,190098,145723,50341,305,18,0,689.8687424,13740,14124,50329,67079,0,105530,151624,7061,680.1381499,113658,32,70.49,9.44,103.99,NA
2024-2025,May,26,PUNJAB,2616,MUKATSAR,314803,510.447081756679,8,15,13.9814989,265,32,7059,78489,64703,125269,6,66,0,414.6263089,9408,11009,76744,148749,0,104921,193901,7324,400.64481,50954,40,49.34,12.82,102.48,NA
2024-2025,May,26,PUNJAB,2618,FATEHGARH SAHIB,429519,327.765962974633,10,120,1.739751,226,16,3998,180903,134171,41973,0,0,0,594.678211,17915,18381,35095,55420,0,53505,78941,4224,592.93846,147369,31,33.92,29.88,99.78,NA
2024-2025,May,26,PUNJAB,2605,JALANDHAR,94027,349.294462425526,16,12,0,594,265,4540,161466,152010,44026,92,8,0,563.9917967,9966,10318,35604,48445,0,72592,97012,5134,563.9917967,124426,32,81.59,11.04,102.38,NA
2024-2025,May,26,PUNJAB,2620,TARN TARAN,278440,332.935669004175,16,6,9.7305925,555,186,6520,259393,198600,50629,305,18,0,873.3424124,15406,15896,50607,67461,0,105634,151714,7075,863.6118199,155139,32,73.31,8.57,104.34,NA
2024-2025,May,26,PUNJAB,2621,BARNALA,127908,349.593723158989,10,31,0,116,25,1126,88484,78840,36886,14,15,0,309.33451,8399,9009,24953,42369,0,37694,60568,1242,309.33451,62544,30,57.16,8.64,99.89,NA
2024-2025,May,26,PUNJAB,2601,GURDASPUR,238138,376.162713358947,13,13,56.1467413,611,863,6615,79385,9207,8557,18,7,0,354.7635113,5798,6002,57734,66707,0,116648,133243,7226,298.61677,40101,44,76.16,6.67,100.65,NA
2024-2025,May,26,PUNJAB,2603,FEROZEPUR                 ,398876,381.902035660146,12,12,5.7054859,663,388,7980,138530,113020,86453,20,62,0,534.7543759,11410,12909,66178,106102,0,115253,176294,8643,529.04889,77509,26,71.86,7.83,103.72,NA
2024-2025,May,26,PUNJAB,2604,LUDHIANA,435612,316.101394398215,11,44,8.0749161,1158,306,6144,239745,196470,73602,0,0,0,765.9122041,21644,22286,65798,87980,0,106508,133972,7302,757.837288,195554,25,83.33,6.31,100.37,NA
2024-2025,May,26,PUNJAB,2607,HOSHIARPUR,311932,394.375256440515,16,4,30.8530777,201,839,7294,110162,56322,59424,67,51,0,465.3047477,6785,6916,61161,97538,0,108424,163733,7495,434.45167,65699,20,66.52,10.31,114.34,NA
2024-2025,May,26,PUNJAB,2608,ROPAR,112202,441.087483083749,13,6,0,401,217,4065,90150,55586,24650,0,8,0,397.640366,6805,6982,28836,43308,0,51817,72738,4466,397.640366,71740,35,37.5,4.79,104.18,NA
2024-2025,May,26,PUNJAB,2610,SANGRUR,525640,346.712255093474,10,40,12.3493144,174,23,3223,240602,194242,76755,49,17,0,846.5459344,22868,23627,60855,97521,0,85698,129077,3397,834.19662,183911,13,38.3,27.33,100.08,NA
2024-2025,May,26,PUNJAB,2616,MUKATSAR,314803,496.357809055452,8,15,13.9814989,401,31,6944,94352,77975,125291,12,66,0,482.3050189,10504,12307,76765,148789,0,104933,193926,7345,468.32352,61290,40,51.93,11.29,101.97,NA
2024-2025,May,26,PUNJAB,2620,TARN TARAN,278440,343.730520637294,15,6,9.7305925,499,184,6568,232734,178283,50579,305,18,0,809.7083824,15042,15516,50563,67406,0,105632,151721,7067,799.9777899,139535,32,72,8.84,104.54,NA
2024-2025,May,26,PUNJAB,2606,KAPURTHALA,97209,317.96515382395,15,23,0,486,149,4953,148969,128212,33807,295,78,0,473.66951,9865,10341,27930,40387,0,46647,66117,5439,473.66951,115619,25,25.59,7.76,107.98,NA
2024-2025,May,26,PUNJAB,2610,SANGRUR,525640,344.277968706237,10,47,12.9622344,438,22,2973,264206,212620,76771,61,17,0,922.5652844,24136,25019,60875,97550,0,85698,129076,3411,909.60305,202013,13,38.52,27.34,99.93,NA
2024-2025,May,26,PUNJAB,2614,NAWANSHAHR ,284662,346.90998189613,14,14,4.8548572,542,54,2757,169577,126114,29115,0,3,0,593.1343972,11780,12032,32292,43579,0,49150,63698,3299,588.27954,126769,31,69.15,17.49,99.74,NA
2024-2025,May,26,PUNJAB,2617,MANSA,288874,423.153162721099,8,42,0,78,33,1826,78189,62812,74485,0,0,0,330.8592264,9004,9808,48224,93304,0,82495,144166,1904,330.8592264,55788,18,42.44,18.59,101.76,NA
2024-2025,May,26,PUNJAB,2619,SAS NAGAR MOHALI,78048,335.150738402317,13,5,2.9556302,186,99,2582,55593,26412,11060,30,7,0,189.2759802,4157,4306,15825,21958,0,33392,44304,2768,186.32035,46235,28,53.32,6.07,100.63,NA
2024-2025,May,26,PUNJAB,2624,MALERKOTLA,58933,332.742776203966,12,8,4.71523,154,38,1054,61775,52727,15853,0,2,0,210.26708,5073,5275,12666,18602,0,19684,26921,1208,205.55185,49394,13,32.36,21.72,99.67,NA
2024-2025,May,26,PUNJAB,2608,ROPAR,112202,425.409764212632,14,6,0,440,208,4032,103992,62548,24654,0,8,0,442.392122,7258,7455,28844,43320,0,51819,72741,4472,442.392122,82748,35,38.2,4.7,103.71,NA
2024-2025,May,26,PUNJAB,2610,SANGRUR,525640,342.236426715473,11,48,12.9622344,500,22,2916,272097,219370,76827,67,17,0,944.1772844,24543,25452,60909,97609,0,85698,129076,3416,931.21505,208310,13,38.17,27.32,99.97,NA
2024-2025,May,26,PUNJAB,2612,FARIDKOT,187179,382.036433226967,10,33,12.0633545,472,27,938,117832,94264,57588,11,4,0,462.2245245,10859,12619,38523,72125,0,52401,92576,1410,450.16117,82607,8,64.94,5.32,99.83,NA
2024-2025,May,26,PUNJAB,2620,TARN TARAN,278440,348.746661349659,16,6,9.7305925,529,186,6540,247633,190120,50611,305,18,0,873.3424124,15354,15836,50591,67442,0,105634,151716,7069,863.6118199,148767,32,73.01,8.44,104.34,NA
2024-2025,May,26,PUNJAB,2621,BARNALA,127908,340.979168578508,10,31,0,102,27,1140,87176,77611,36884,7,15,0,297.252,8301,8903,24951,42367,0,37694,60568,1242,297.252,61505,30,57.38,8.77,99.88,NA
2024-2025,June,26,PUNJAB,2604,LUDHIANA,877814,315.810424992356,11,48,8.0749161,1173,267,6133,278005,227360,73658,0,0,0,886.0436881,23525,24293,65853,88043,0,106508,133971,7306,877.968772,227534,25,82.1,6.92,100.82,NA
2024-2025,June,26,PUNJAB,2611,BHATINDA                  ,640229,348.299813183617,9,360,0,378,10,2812,202873,164572,94760,0,8,0,706.60628,22422,24592,64979,117123,0,99545,165271,3190,706.60628,153379,10,47.61,10.85,99.92,NA
2024-2025,June,26,PUNJAB,2618,FATEHGARH SAHIB,702058,326.411873681704,13,132,1.739751,258,13,4068,268813,198990,41994,0,0,0,879.177301,20061,20670,35119,55446,0,53502,78930,4326,877.43755,218914,30,34.61,30.02,100,NA
2024-2025,June,26,PUNJAB,2622,Pathankot,237912,377.388473873785,19,2,7.2066607,122,261,4276,40534,18792,14110,0,4,0,160.1773047,2075,2120,23024,29873,0,41912,54134,4398,152.970644,14497,27,74.43,6.67,99.56,NA
2024-2025,May,26,PUNJAB,2603,FEROZEPUR                 ,398876,372.292396136525,12,12,5.7054859,663,390,7979,138114,112691,86452,20,62,0,519.8934059,11398,12897,66177,106099,0,115253,176294,8642,514.18792,77275,26,71.88,7.86,103.87,NA
2024-2025,May,26,PUNJAB,2604,LUDHIANA,435612,308.477475651213,11,44,8.0749161,1158,310,6144,239745,196470,73602,0,0,0,747.6342401,21644,22286,65798,87980,0,106508,133972,7302,739.559324,195554,25,83.33,6.31,100.36,NA
2024-2025,May,26,PUNJAB,2605,JALANDHAR,94027,341.923433093374,15,12,0,575,277,4559,151831,143243,44003,79,8,0,519.1457677,9604,9914,35587,48419,0,72588,97007,5134,519.1457677,117592,32,84.31,9.95,102.8,NA
2024-2025,May,26,PUNJAB,2616,MUKATSAR,314803,496.812017681876,8,15,13.9814989,400,31,6943,93429,77122,125295,12,66,0,478.1479989,10477,12276,76765,148794,0,104932,193930,7343,464.1665,60750,40,51.74,11.43,102,NA
2024-2025,May,26,PUNJAB,2605,JALANDHAR,94027,344.598508213961,16,12,0,576,275,4558,155954,147106,44019,79,8,0,537.4151575,9746,10068,35600,48435,0,72589,97009,5134,537.4151575,120586,32,83.03,10.16,102.36,NA
2024-2025,May,26,PUNJAB,2606,KAPURTHALA,97209,313.27737334921,15,24,0,471,154,4967,147808,127168,33804,295,78,0,463.04902,9821,10294,27928,40384,0,46647,66116,5438,463.04902,114776,25,25.55,7.77,107.86,NA
2024-2025,May,26,PUNJAB,2607,HOSHIARPUR,311932,391.481409617233,16,4,30.8530777,234,838,7262,111321,57188,59426,67,51,0,466.6540977,6833,6964,61163,97542,0,108425,163734,7496,435.80102,66474,20,66.56,10.4,114.1,NA
2024-2025,May,26,PUNJAB,2611,BHATINDA                  ,371377,342.368254873155,8,334,0,349,11,2838,182428,148104,94822,0,8,0,624.57556,20898,22789,64980,117192,0,99593,165413,3187,624.57556,138261,10,46.93,11.32,99.68,NA
2024-2025,May,26,PUNJAB,2612,FARIDKOT,187179,387.754601672675,10,33,12.0633545,466,27,935,110123,88426,57570,11,4,0,439.0703545,10615,12302,38515,72102,0,52401,92568,1401,427.007,77509,8,63.94,5.42,99.78,NA
2024-2025,May,26,PUNJAB,2620,TARN TARAN,278440,352.684553817498,15,6,9.7305925,507,182,6561,237302,181719,50569,305,18,0,846.6580924,15115,15583,50554,67399,0,105632,151720,7068,836.9274999,142339,32,72.3,8.68,104.55,NA
2024-2025,May,26,PUNJAB,2605,JALANDHAR,94027,349.885269652774,15,12,0,575,277,4557,148376,140006,44002,68,8,0,519.1457677,9545,9854,35585,48417,0,72588,97007,5132,519.1457677,114785,32,83.94,10.19,102.8,NA
2024-2025,May,26,PUNJAB,2611,BHATINDA                  ,371377,351.447060446509,8,324,0,349,12,2833,173972,141561,94845,0,8,0,611.41948,20334,22136,64979,117214,0,99598,165447,3182,611.41948,132118,10,47.86,11.4,99.88,NA
2024-2025,May,26,PUNJAB,2624,MALERKOTLA,58933,329.360711430855,11,7,3.3798,143,39,1062,55044,46851,15852,0,2,0,184.67311,4812,4991,12665,18601,0,19684,26921,1205,181.29331,43927,13,31.94,23.18,99.65,NA
2024-2025,June,26,PUNJAB,2608,ROPAR,235849,389.935364847636,15,6,0,491,207,4000,120009,72082,24661,0,8,0,467.957532,7659,7882,28862,43342,0,51819,72741,4491,467.957532,95643,35,38.94,4.93,104.4,NA
2024-2025,June,26,PUNJAB,2611,BHATINDA                  ,640229,340.056899091003,9,366,0,380,10,2819,213202,173035,94733,0,8,0,725.00811,22836,25086,64981,117090,0,99487,165138,3199,725.00811,160632,10,46.85,10.85,99.65,NA
2024-2025,June,26,PUNJAB,2615,MOGA,573329,338.532004104785,10,20,0,143,60,3505,158839,145126,85589,0,15,0,537.72085,14962,16423,55427,94747,0,90330,146231,3648,537.72085,113796,11,62.03,20.67,103.46,NA
2024-2025,June,26,PUNJAB,2602,AMRITSAR,394791,316.743647374456,15,23,8.705665,826,315,6863,179658,139403,56296,80,35,0,577.760967,11596,12029,58043,74739,0,103032,128396,7689,569.055302,108544,26,61.42,5.45,100.29,NA
2024-2025,June,26,PUNJAB,2606,KAPURTHALA,171327,321.923254038464,16,25,0,513,148,4927,165038,142203,33826,311,78,0,531.2957,10245,10756,27954,40419,0,46643,66114,5440,531.2957,128093,25,25.63,7.27,110.11,NA
2024-2025,June,26,PUNJAB,2617,MANSA,484881,413.143913132345,9,43,0,78,32,1832,88065,70859,74506,0,0,0,363.8351871,9620,10513,48236,93330,0,82495,144166,1910,363.8351871,62955,18,42.36,19.6,101.69,NA
2024-2025,June,26,PUNJAB,2606,KAPURTHALA,171327,315.497003712473,16,25,0,522,147,4919,171045,147585,33832,311,78,0,539.64185,10332,10849,27958,40425,0,46643,66115,5441,539.64185,133119,25,25.48,8.17,109.96,NA
2024-2025,June,26,PUNJAB,2609,PATIALA,789469,337.4277055755,12,64,24.4024757,670,182,6702,359053,236608,87024,0,0,0,1235.9467754,29387,31149,85165,131687,0,128451,185419,7372,1211.5442997,289621,21,41.39,24.16,100.91,NA
2024-2025,June,26,PUNJAB,2619,SAS NAGAR MOHALI,142898,324.688495053397,14,6,2.9556302,240,95,2530,61052,29078,11067,30,7,0,201.1844502,4343,4504,15831,21967,0,33393,44305,2770,198.22882,50823,28,53.93,6.39,100.83,NA
2024-2025,June,26,PUNJAB,2621,BARNALA,256493,342.515061893034,10,31,0,118,25,1134,92983,82755,36902,14,15,0,318.48078,8610,9245,24962,42386,0,37694,60569,1252,318.48078,65686,30,56.24,8.29,99.83,NA
2024-2025,June,26,PUNJAB,2623,Fazilka,908391,293.086748030163,10,42,2.806299,99,100,4413,212708,128960,114314,49,72,0,626.225259,21183,27027,106772,201350,0,138795,252730,4512,623.41896,119491,38,63.05,0.71,121.06,NA
2024-2025,June,26,PUNJAB,2624,MALERKOTLA,152180,324.505490632797,13,8,4.71523,165,35,1050,70939,60540,15864,0,2,0,234.91618,5425,5665,12677,18618,0,19684,26921,1215,230.20095,56573,13,33.15,20.33,99.93,NA
2024-2025,June,26,PUNJAB,2602,AMRITSAR,394791,333.848519665955,16,23,8.705665,828,317,6873,197219,152835,56343,93,35,0,667.118377,11997,12444,58078,74788,0,103039,128406,7701,658.412712,119572,26,62.7,5.4,100.53,NA
2024-2025,June,26,PUNJAB,2607,HOSHIARPUR,504111,372.580397099643,18,7,30.8530777,314,819,7187,141224,71954,59451,103,51,0,557.0260177,7760,7916,61191,97574,0,108409,163706,7501,526.17294,84303,20,67.11,10.98,113.46,NA
2024-2025,June,26,PUNJAB,2609,PATIALA,789469,337.145233389763,12,65,24.4024757,675,170,6725,391641,258554,87051,0,0,0,1344.8014392,31231,33154,85199,131737,0,128451,185424,7400,1320.3989635,315945,21,43.41,23.09,100.76,NA
2024-2025,June,26,PUNJAB,2610,SANGRUR,835320,334.135186233342,12,54,12.9622344,507,21,2960,337453,270966,76922,77,18,0,1140.5114444,27945,29135,61003,97741,0,85699,129077,3467,1127.54921,257932,13,39.99,27.37,99.87,NA
2024-2025,June,26,PUNJAB,2615,MOGA,573329,335.900820313632,10,22,0,143,56,3513,172495,157607,85627,0,15,0,579.41212,16042,17683,55457,94789,0,90328,146228,3656,579.41212,124191,11,62.19,20.78,103.25,NA
2024-2025,June,26,PUNJAB,2617,MANSA,484881,404.759875449225,9,51,0,78,32,1837,97390,78079,74510,0,0,0,394.1956427,10397,11392,48240,93335,0,82495,144166,1915,394.1956427,69542,18,43.51,19.18,101.51,NA
2024-2025,June,26,PUNJAB,2620,TARN TARAN,391283,328.228863047966,18,10,9.7305925,558,181,6525,297418,228226,50818,634,32,0,985.9423124,16235,16761,50822,67733,1,105673,151756,7083,976.2117199,177996,32,74.47,8.24,104.31,NA
2024-2025,June,26,PUNJAB,2624,MALERKOTLA,152180,332.17003230498,13,9,4.71523,167,33,1049,77697,66288,15870,0,2,0,262.80138,5750,6033,12683,18627,0,19684,26922,1216,258.08615,61765,13,33.55,20.66,99.87,NA
2024-2025,June,26,PUNJAB,2601,GURDASPUR,379623,356.812971686418,14,15,56.1467413,612,841,6643,100835,12750,8587,18,7,0,415.9391013,6758,7008,57923,66916,0,116760,133358,7255,359.79236,52289,44,77.14,6.66,100.23,NA
2024-2025,June,26,PUNJAB,2607,HOSHIARPUR,504111,380.162632699476,18,6,30.8530777,314,819,7187,137623,69874,59446,103,51,0,554.0442977,7630,7774,61189,97578,0,108421,163729,7501,523.19122,82125,20,66.74,10.98,113.51,NA
2024-2025,June,26,PUNJAB,2611,BHATINDA                  ,640229,334.148235717051,9,372,0,383,10,2818,216972,176213,94751,0,8,0,725.00811,23093,25372,64992,117112,0,99487,165141,3201,725.00811,163203,10,46.76,11.02,99.65,NA
2024-2025,June,26,PUNJAB,2619,SAS NAGAR MOHALI,142898,332.574737037783,14,6,2.9556302,252,94,2518,64553,31085,11069,30,7,0,217.6426002,4465,4637,15837,21978,0,33393,44306,2770,214.68697,53794,28,53.96,6.57,100.68,NA
2024-2025,June,26,PUNJAB,2622,Pathankot,237912,378.818456323454,20,2,7.2066607,122,256,4277,44841,20531,14110,0,4,0,177.0726447,2143,2195,23028,29877,0,41912,54134,4399,169.865984,15732,27,76.01,6.7,99.55,NA
2024-2025,June,26,PUNJAB,2605,JALANDHAR,171205,341.456137245631,19,12,0,632,241,4524,213617,201261,44164,105,8,0,729.4083567,11012,11449,35710,48595,0,72598,97028,5156,729.4083567,164309,32,88.33,7.33,101.76,NA
2024-2025,June,26,PUNJAB,2606,KAPURTHALA,171327,328.701494858819,17,25,0,535,142,4914,180017,155194,33850,338,78,0,591.71857,10494,11030,27972,40451,0,46644,66127,5449,591.71857,140129,25,25.41,8.25,110.09,NA
2024-2025,June,26,PUNJAB,2621,BARNALA,256493,345.653189872705,11,32,0,118,23,1137,106603,95096,36914,14,15,0,368.47667,9365,10109,24975,42404,0,37694,60572,1255,368.47667,75837,30,55.48,7.3,99.78,NA
2024-2025,June,26,PUNJAB,2602,AMRITSAR,394791,337.656408081174,17,23,8.705665,837,313,6877,209821,162541,56368,93,35,0,717.179717,12156,12609,58103,74825,0,103081,128465,7714,708.474052,126681,26,63.82,5.32,100.81,NA
2024-2025,June,26,PUNJAB,2603,FEROZEPUR                 ,621219,343.639775874809,14,16,5.7054859,838,341,7905,220591,180228,86679,28,62,0,763.7439039,15063,17208,66348,106361,0,115263,176314,8743,758.038418,126051,25,74.39,6.92,102.77,NA
2024-2025,June,26,PUNJAB,2605,JALANDHAR,171205,339.802291409133,19,12,0,632,241,4524,215182,202627,44167,105,8,0,731.1933667,11045,11485,35713,48599,0,72600,97025,5156,731.1933667,165473,32,88.26,7.43,101.74,NA
2024-2025,June,26,PUNJAB,2615,MOGA,573329,335.466301821317,10,22,0,146,51,3524,183274,167447,85658,0,15,0,614.82251,17183,18994,55480,94827,0,90330,146231,3670,614.82251,132551,11,63.67,19.95,103.16,NA
2024-2025,June,26,PUNJAB,2623,Fazilka,908391,283.910254464512,10,43,2.806299,103,96,4411,237204,146899,114339,49,72,0,676.252779,22299,28553,106787,201379,0,138806,252761,4514,673.44648,130074,38,64.68,1.3,122.79,NA
2024-2025,June,26,PUNJAB,2612,FARIDKOT,337230,360.039565037615,11,38,12.0633545,495,23,976,162037,130971,57680,16,4,0,595.4606645,13704,16239,38580,72229,0,52406,92583,1471,583.39731,113237,7,70.33,4.15,99.95,NA
2024-2025,June,26,PUNJAB,2622,Pathankot,237912,384.843438156935,21,2,7.2066607,192,254,4211,46618,21065,14107,0,4,0,186.6129747,2189,2245,23028,29874,0,41904,54121,4403,179.406314,16297,27,74.46,6.42,99.51,NA
2024-2025,June,26,PUNJAB,2603,FEROZEPUR                 ,621219,356.796519491556,14,16,5.7054859,838,339,7909,225944,184983,86703,28,62,0,811.8658139,15260,17460,66358,106384,0,115264,176316,8747,806.160328,128923,25,74.61,6.79,103.69,NA
2024-2025,June,26,PUNJAB,2606,KAPURTHALA,171327,325.172705449607,17,25,0,535,141,4921,187041,160610,33870,343,78,0,608.20628,10606,11156,27990,40479,0,46650,66141,5456,608.20628,145677,25,25.65,8.24,109.81,NA
2024-2025,June,26,PUNJAB,2608,ROPAR,235849,408.08006057325,16,6,0,547,191,3968,136694,81805,24666,0,8,0,557.820957999999,8158,8402,28873,43361,0,51823,72746,4515,557.820957999999,108704,35,40.61,4.8,104.12,NA
